elapsed (s);x-axis (g);y-axis (g);z-axis (g)
7.750;-0.004;-0.088;1.031
7.760;0.003;-0.089;1.038
7.770;0.002;-0.087;1.028
7.780;0.005;-0.091;1.023
7.790;0.003;-0.086;1.032
7.800;-0.002;-0.079;1.028
7.810;-0.007;-0.073;1.023
7.820;-0.004;-0.076;1.030
7.830;-0.004;-0.076;1.034
7.840;-0.006;-0.072;1.028
7.850;-0.006;-0.073;1.026
7.860;-0.016;-0.079;1.021
7.870;-0.023;-0.077;1.022
7.880;-0.029;-0.076;1.025
7.890;-0.029;-0.077;1.024
7.900;-0.024;-0.069;1.038
7.910;-0.023;-0.065;1.048
7.920;-0.026;-0.062;1.046
7.930;-0.030;-0.062;1.044
7.940;-0.032;-0.058;1.042
7.950;-0.035;-0.056;1.039
7.960;-0.035;-0.066;1.042
7.970;-0.035;-0.076;1.028
7.980;-0.038;-0.076;1.017
7.990;-0.038;-0.074;1.017
8.000;-0.037;-0.072;1.021
8.010;-0.038;-0.073;1.017
8.020;-0.031;-0.076;1.016
8.030;-0.035;-0.083;1.001
8.040;-0.036;-0.078;0.985
8.050;-0.034;-0.086;0.985
8.060;-0.034;-0.082;0.985
8.070;-0.033;-0.094;0.978
8.080;-0.033;-0.094;0.966
8.090;-0.032;-0.104;0.968
8.100;-0.034;-0.098;0.978
8.110;-0.026;-0.088;0.995
8.120;-0.023;-0.082;1.004
8.130;-0.024;-0.078;1.010
8.140;-0.021;-0.078;1.021
8.150;-0.023;-0.072;1.024
8.160;-0.027;-0.067;1.026
8.170;-0.031;-0.068;1.022
8.180;-0.030;-0.069;1.028
8.190;-0.026;-0.069;1.040
8.200;-0.027;-0.065;1.043
8.210;-0.022;-0.060;1.043
8.220;-0.025;-0.065;1.042
8.230;-0.031;-0.071;1.043
8.240;-0.028;-0.067;1.045
8.250;-0.031;-0.070;1.044
8.260;-0.040;-0.068;1.038
8.270;-0.047;-0.067;1.027
8.280;-0.044;-0.063;1.029
8.290;-0.048;-0.063;1.026
8.300;-0.049;-0.061;1.023
8.310;-0.041;-0.064;1.023
8.320;-0.040;-0.065;1.013
8.330;-0.039;-0.070;1.017
8.340;-0.044;-0.076;1.017
8.350;-0.052;-0.077;1.001
8.360;-0.052;-0.077;1.004
8.370;-0.047;-0.075;1.011
8.380;-0.032;-0.078;1.013
8.390;-0.034;-0.083;1.011
8.400;-0.041;-0.076;1.003
8.410;-0.039;-0.076;1.002
8.420;-0.031;-0.082;1.001
8.430;-0.030;-0.084;0.993
8.440;-0.032;-0.083;0.986
8.450;-0.030;-0.085;0.986
8.460;-0.028;-0.088;0.982
8.470;-0.021;-0.088;0.991
8.480;-0.025;-0.090;0.993
8.490;-0.028;-0.096;0.991
8.500;-0.024;-0.106;0.982
8.510;-0.027;-0.112;0.977
8.520;-0.036;-0.110;0.976
8.530;-0.032;-0.104;0.965
8.540;-0.034;-0.107;0.966
8.550;-0.028;-0.108;0.983
8.560;-0.029;-0.105;0.988
8.570;-0.030;-0.107;0.995
8.580;-0.022;-0.102;1.007
8.590;-0.027;-0.093;1.025
8.600;-0.039;-0.093;1.033
8.610;-0.047;-0.094;1.032
8.620;-0.050;-0.096;1.045
8.630;-0.054;-0.095;1.052
8.640;-0.061;-0.091;1.049
8.650;-0.059;-0.086;1.055
8.660;-0.055;-0.086;1.049
8.670;-0.063;-0.084;1.044
8.680;-0.065;-0.077;1.044
8.690;-0.067;-0.077;1.035
8.700;-0.061;-0.077;1.032
8.710;-0.063;-0.074;1.040
8.720;-0.065;-0.070;1.038
8.730;-0.063;-0.068;1.035
8.740;-0.061;-0.068;1.031
8.750;-0.060;-0.073;1.033
8.760;-0.062;-0.082;1.025
8.770;-0.064;-0.090;1.008
8.780;-0.064;-0.094;1.009
8.790;-0.070;-0.102;1.001
8.800;-0.079;-0.108;0.982
8.810;-0.085;-0.107;0.971
8.820;-0.091;-0.105;0.968
8.830;-0.093;-0.111;0.968
8.840;-0.095;-0.113;0.970
8.850;-0.098;-0.109;0.975
8.860;-0.093;-0.107;0.974
8.870;-0.079;-0.108;0.994
8.880;-0.066;-0.105;1.015
8.890;-0.073;-0.099;1.006
8.900;-0.074;-0.098;1.004
8.910;-0.075;-0.103;1.013
8.920;-0.077;-0.101;1.027
8.930;-0.076;-0.088;1.030
8.940;-0.077;-0.090;1.030
8.950;-0.067;-0.092;1.029
8.960;-0.060;-0.089;1.041
8.970;-0.063;-0.086;1.044
8.980;-0.071;-0.088;1.042
8.990;-0.070;-0.093;1.042
9.000;-0.067;-0.090;1.042
9.010;-0.074;-0.092;1.039
9.020;-0.071;-0.096;1.041
9.030;-0.072;-0.100;1.025
9.040;-0.085;-0.109;1.007
9.050;-0.089;-0.111;0.998
9.060;-0.088;-0.117;0.992
9.070;-0.091;-0.120;0.993
9.080;-0.097;-0.121;0.991
9.090;-0.092;-0.116;0.992
9.100;-0.085;-0.109;1.002
9.110;-0.083;-0.100;1.021
9.120;-0.081;-0.089;1.032
9.130;-0.076;-0.081;1.039
9.140;-0.077;-0.081;1.042
9.150;-0.076;-0.075;1.039
9.160;-0.072;-0.070;1.034
9.170;-0.065;-0.077;1.043
9.180;-0.061;-0.074;1.044
9.190;-0.058;-0.073;1.037
9.200;-0.057;-0.072;1.031
9.210;-0.052;-0.073;1.037
9.220;-0.048;-0.071;1.046
9.230;-0.042;-0.074;1.060
9.240;-0.043;-0.077;1.054
9.250;-0.051;-0.070;1.048
9.260;-0.056;-0.065;1.049
9.270;-0.054;-0.066;1.050
9.280;-0.057;-0.072;1.050
9.290;-0.052;-0.067;1.046
9.300;-0.048;-0.054;1.048
9.310;-0.053;-0.050;1.065
9.320;-0.052;-0.047;1.072
9.330;-0.047;-0.037;1.080
9.340;-0.046;-0.030;1.084
9.350;-0.034;-0.025;1.085
9.360;-0.033;-0.030;1.079
9.370;-0.042;-0.028;1.063
9.380;-0.037;-0.029;1.057
9.390;-0.035;-0.026;1.059
9.400;-0.041;-0.013;1.053
9.410;-0.044;-0.015;1.045
9.420;-0.043;-0.011;1.041
9.430;-0.042;0.001;1.027
9.440;-0.033;0.008;1.020
9.450;-0.020;0.015;1.018
9.460;-0.008;0.014;1.011
9.470;0.001;0.010;1.006
9.480;0.011;0.010;0.999
9.490;0.020;0.013;0.993
9.500;0.022;0.007;0.992
9.510;0.020;-0.003;0.987
9.520;0.007;-0.007;0.976
9.530;0.008;-0.007;0.972
9.540;0.006;-0.014;0.976
9.550;-0.007;-0.021;0.979
9.560;-0.017;-0.011;0.967
9.570;-0.022;-0.008;0.964
9.580;-0.030;-0.004;0.972
9.590;-0.031;0.000;0.977
9.600;-0.032;0.006;0.984
9.610;-0.028;0.015;0.989
9.620;-0.014;0.020;0.993
9.630;-0.006;0.015;0.993
9.640;0.002;0.004;1.003
9.650;-0.004;0.000;1.001
9.660;-0.011;0.001;0.999
9.670;-0.014;-0.001;1.003
9.680;-0.011;-0.009;1.002
9.690;-0.017;-0.004;0.996
9.700;-0.016;0.003;1.002
9.710;-0.007;-0.006;1.009
9.720;-0.006;-0.011;1.014
9.730;-0.008;-0.008;1.013
9.740;-0.013;-0.018;1.008
9.750;-0.016;-0.022;1.004
9.760;-0.014;-0.025;1.004
9.770;-0.022;-0.029;1.006
9.780;-0.038;-0.032;1.000
9.790;-0.042;-0.036;1.001
9.800;-0.044;-0.041;1.005
9.810;-0.046;-0.045;1.000
9.820;-0.036;-0.046;1.000
9.830;-0.040;-0.051;0.994
9.840;-0.046;-0.056;0.993
9.850;-0.041;-0.064;0.997
9.860;-0.029;-0.085;0.994
9.870;-0.023;-0.089;0.989
9.880;-0.021;-0.090;0.993
9.890;-0.021;-0.091;0.997
9.900;-0.014;-0.082;1.000
9.910;-0.002;-0.076;1.021
9.920;-0.003;-0.071;1.031
9.930;-0.008;-0.063;1.031
9.940;-0.004;-0.055;1.038
9.950;0.003;-0.052;1.050
9.960;0.002;-0.053;1.059
9.970;-0.010;-0.047;1.056
9.980;-0.016;-0.041;1.061
9.990;-0.014;-0.038;1.062
10.000;-0.018;-0.039;1.067
10.010;-0.016;-0.039;1.068
10.020;-0.017;-0.040;1.064
10.030;-0.021;-0.042;1.058
10.040;-0.025;-0.043;1.061
10.050;-0.029;-0.052;1.046
10.060;-0.035;-0.066;1.037
10.070;-0.045;-0.061;1.033
10.080;-0.050;-0.052;1.034
10.090;-0.047;-0.049;1.042
10.100;-0.038;-0.037;1.050
10.110;-0.036;-0.022;1.060
10.120;-0.038;-0.009;1.065
10.130;-0.039;0.002;1.064
10.140;-0.044;0.006;1.054
10.150;-0.051;0.006;1.052
10.160;-0.053;0.008;1.046
10.170;-0.030;0.005;1.059
10.180;-0.032;-0.004;1.056
10.190;-0.044;-0.003;1.037
10.200;-0.038;-0.004;1.040
10.210;-0.034;-0.017;1.040
10.220;-0.041;-0.021;1.022
10.230;-0.040;-0.016;1.009
10.240;-0.036;-0.017;0.998
10.250;-0.037;-0.019;0.993
10.260;-0.036;-0.004;0.990
10.270;-0.028;0.002;0.973
10.280;-0.014;-0.002;0.973
10.290;-0.014;0.002;0.973
10.300;-0.011;-0.002;0.956
10.310;0.002;-0.009;0.949
10.320;0.012;-0.012;0.939
10.330;0.011;-0.019;0.925
10.340;0.012;-0.028;0.913
10.350;0.013;-0.037;0.903
10.360;0.001;-0.047;0.906
10.370;-0.015;-0.058;0.897
10.380;-0.021;-0.066;0.888
10.390;-0.029;-0.075;0.891
10.400;-0.044;-0.076;0.896
10.410;-0.056;-0.074;0.902
10.420;-0.055;-0.062;0.927
10.430;-0.054;-0.043;0.951
10.440;-0.052;-0.029;0.971
10.450;-0.048;-0.008;0.990
10.460;-0.042;0.001;1.000
10.470;-0.032;-0.005;1.011
10.480;-0.020;-0.004;1.013
10.490;-0.027;-0.006;1.004
10.500;-0.023;-0.024;1.005
10.510;0.006;-0.041;1.038
10.520;0.002;-0.057;1.047
10.530;-0.015;-0.077;1.033
10.540;-0.003;-0.076;1.026
10.550;-0.000;-0.084;1.025
10.560;-0.005;-0.104;1.019
10.570;-0.001;-0.115;1.016
10.580;0.001;-0.138;1.004
10.590;0.017;-0.164;1.007
10.600;0.034;-0.172;1.021
10.610;0.033;-0.174;1.030
10.620;0.017;-0.180;1.020
10.630;0.016;-0.178;1.017
10.640;0.020;-0.155;1.019
10.650;0.003;-0.168;1.026
10.660;0.010;-0.171;1.048
10.670;-0.002;-0.183;1.027
10.680;-0.002;-0.168;1.018
10.690;0.006;-0.163;1.045
10.700;0.001;-0.154;1.063
10.710;-0.005;-0.128;1.079
10.720;-0.021;-0.115;1.094
10.730;-0.035;-0.112;1.100
10.740;-0.021;-0.085;1.108
10.750;-0.036;-0.080;1.099
10.760;-0.038;-0.083;1.097
10.770;-0.018;-0.081;1.107
10.780;-0.015;-0.084;1.081
10.790;-0.003;-0.097;1.065
10.800;0.003;-0.103;1.070
10.810;-0.016;-0.112;1.031
10.820;-0.030;-0.124;0.997
10.830;-0.013;-0.104;1.019
10.840;-0.019;-0.129;1.015
10.850;-0.039;-0.137;0.988
10.860;-0.023;-0.106;0.987
10.870;0.000;-0.104;0.986
10.880;0.008;-0.126;0.970
10.890;0.011;-0.154;0.963
10.900;0.006;-0.163;0.977
10.910;-0.021;-0.156;0.966
10.920;-0.029;-0.160;0.962
10.930;-0.018;-0.144;0.986
10.940;-0.016;-0.109;0.996
10.950;-0.021;-0.069;0.990
10.960;-0.005;-0.034;0.988
10.970;-0.026;0.018;0.924
10.980;-0.056;0.029;0.884
10.990;-0.068;0.008;0.882
11.000;-0.073;-0.004;0.855
11.010;-0.077;-0.035;0.832
11.020;-0.088;-0.038;0.813
11.030;-0.085;-0.057;0.811
11.040;-0.071;-0.075;0.820
11.050;-0.076;-0.106;0.827
11.060;-0.058;-0.124;0.862
11.070;-0.040;-0.119;0.888
11.080;-0.028;-0.104;0.912
11.090;-0.013;-0.075;0.973
11.100;-0.015;-0.074;0.999
11.110;-0.010;-0.058;1.029
11.120;-0.002;-0.035;1.070
11.130;-0.011;-0.016;1.076
11.140;-0.005;0.016;1.092
11.150;0.000;0.043;1.105
11.160;0.004;0.070;1.114
11.170;-0.015;0.067;1.098
11.180;-0.041;0.054;1.086
11.190;-0.051;0.050;1.061
11.200;-0.056;0.049;1.033
11.210;-0.047;0.031;0.999
11.220;-0.031;0.006;0.963
11.230;-0.017;-0.005;0.950
11.240;-0.018;-0.007;0.938
11.250;-0.007;-0.008;0.924
11.260;0.008;-0.022;0.906
11.270;0.012;-0.040;0.887
11.280;0.009;-0.058;0.896
11.290;0.005;-0.063;0.878
11.300;-0.005;-0.052;0.859
11.310;-0.003;-0.044;0.861
11.320;0.022;-0.030;0.854
11.330;0.036;-0.021;0.846
11.340;0.029;-0.025;0.842
11.350;0.023;-0.030;0.857
11.360;0.004;-0.026;0.877
11.370;-0.019;-0.004;0.882
11.380;-0.031;0.040;0.913
11.390;-0.046;0.042;0.931
11.400;-0.038;0.047;0.938
11.410;-0.020;0.075;0.932
11.420;-0.020;0.077;0.931
11.430;-0.032;0.096;0.948
11.440;-0.038;0.098;0.924
11.450;-0.043;0.097;0.906
11.460;-0.045;0.086;0.916
11.470;-0.036;0.095;0.958
11.480;-0.047;0.103;0.964
11.490;-0.052;0.122;0.969
11.500;-0.040;0.152;1.007
11.510;-0.033;0.173;1.006
11.520;-0.031;0.174;0.965
11.530;-0.041;0.159;0.955
11.540;-0.070;0.146;0.955
11.550;-0.082;0.143;0.981
11.560;-0.077;0.146;0.989
11.570;-0.074;0.155;0.972
11.580;-0.088;0.142;0.964
11.590;-0.092;0.130;0.984
11.600;-0.074;0.142;0.994
11.610;-0.077;0.149;0.950
11.620;-0.063;0.123;0.938
11.630;-0.052;0.130;0.972
11.640;-0.057;0.134;0.984
11.650;-0.085;0.123;0.985
11.660;-0.114;0.141;0.997
11.670;-0.125;0.149;1.032
11.680;-0.112;0.140;1.061
11.690;-0.095;0.148;1.115
11.700;-0.062;0.146;1.193
11.710;-0.035;0.142;1.204
11.720;-0.011;0.133;1.197
11.730;0.003;0.140;1.205
11.740;-0.002;0.135;1.179
11.750;-0.004;0.118;1.153
11.760;0.015;0.109;1.167
11.770;0.000;0.092;1.109
11.780;-0.008;0.076;1.050
11.790;0.002;0.068;1.044
11.800;0.005;0.062;1.056
11.810;-0.005;0.053;1.037
11.820;0.014;0.056;1.058
11.830;0.026;0.055;1.083
11.840;0.030;0.049;1.091
11.850;0.038;0.055;1.123
11.860;0.022;0.046;1.111
11.870;0.012;0.035;1.081
11.880;0.004;0.014;1.074
11.890;-0.004;0.013;1.067
11.900;-0.005;0.001;1.049
11.910;-0.005;-0.022;1.070
11.920;0.003;-0.008;1.099
11.930;0.009;0.021;1.106
11.940;0.008;0.011;1.122
11.950;0.016;0.016;1.127
11.960;0.038;0.031;1.157
11.970;0.022;0.014;1.138
11.980;0.005;0.005;1.112
11.990;0.009;-0.010;1.115
12.000;0.018;-0.003;1.112
12.010;0.021;0.007;1.074
12.020;0.034;0.009;1.057
12.030;0.055;0.020;1.102
12.040;0.068;0.039;1.090
12.050;0.087;0.034;1.088
12.060;0.108;0.021;1.127
12.070;0.103;0.031;1.105
12.080;0.109;0.033;1.075
12.090;0.119;0.024;1.042
12.100;0.126;0.030;1.015
12.110;0.134;0.046;1.022
12.120;0.154;0.051;1.036
12.130;0.283;-0.133;0.832
12.140;0.295;-0.088;0.841
12.150;0.282;-0.018;1.102
12.160;0.302;0.106;1.193
12.170;0.269;0.267;1.186
12.180;0.148;0.262;1.356
12.190;0.067;0.128;1.265
12.200;0.085;0.074;1.337
12.210;-0.022;0.224;1.382
12.220;-0.047;0.098;1.178
12.230;-0.042;-0.135;1.080
12.240;-0.028;-0.117;1.119
12.250;0.034;-0.062;1.261
12.260;0.021;-0.022;1.270
12.270;0.012;-0.036;1.149
12.280;0.002;-0.048;1.018
12.290;-0.001;-0.057;0.922
12.300;-0.016;-0.031;0.897
12.310;0.041;-0.009;0.880
12.320;-0.027;0.046;0.928
12.330;0.024;0.041;0.939
12.340;0.115;0.065;1.038
12.350;0.207;0.182;1.156
12.360;0.181;0.190;1.146
12.370;0.097;0.069;1.182
12.380;-0.034;-0.034;1.175
12.390;0.012;-0.025;1.065
12.400;0.019;-0.001;0.991
12.410;0.012;-0.000;0.989
12.420;0.022;0.000;0.970
12.430;0.031;-0.005;0.975
12.440;0.021;-0.021;0.993
12.450;0.007;-0.052;1.021
12.460;-0.024;-0.046;1.080
12.470;-0.031;-0.055;1.070
12.480;-0.036;-0.082;1.036
12.490;-0.033;-0.080;1.004
12.500;-0.031;-0.062;0.971
12.510;-0.031;-0.037;0.962
12.520;-0.023;-0.021;0.976
12.530;-0.010;-0.024;1.015
12.540;0.005;-0.023;1.051
12.550;-0.000;-0.041;1.089
12.560;-0.004;-0.053;1.079
12.570;-0.008;-0.034;1.039
12.580;-0.007;-0.039;1.001
12.590;-0.006;-0.034;0.981
12.600;-0.011;-0.040;0.983
12.610;-0.014;-0.044;1.002
12.620;-0.019;-0.036;1.031
12.630;-0.018;-0.039;1.040
12.640;-0.010;-0.041;1.034
12.650;-0.007;-0.038;1.021
12.660;-0.010;-0.036;1.004
12.670;-0.010;-0.036;1.001
12.680;-0.007;-0.036;1.008
12.690;-0.005;-0.038;1.019
12.700;-0.000;-0.039;1.023
12.710;-0.003;-0.035;1.030
12.720;-0.009;-0.033;1.028
12.730;-0.010;-0.033;1.021
12.740;-0.009;-0.036;1.016
12.750;-0.010;-0.041;1.013
12.760;-0.013;-0.039;1.015
12.770;-0.014;-0.040;1.018
12.780;-0.013;-0.042;1.016
12.790;-0.015;-0.041;1.018
12.800;-0.009;-0.040;1.017
12.810;-0.008;-0.040;1.019
12.820;-0.008;-0.040;1.018
12.830;-0.007;-0.036;1.016
12.840;-0.006;-0.035;1.018
12.850;-0.005;-0.034;1.018
12.860;-0.004;-0.032;1.019
12.870;-0.006;-0.032;1.018
12.880;-0.009;-0.034;1.018
12.890;-0.008;-0.037;1.020
12.900;-0.006;-0.037;1.018
12.910;-0.012;-0.039;1.017
12.920;-0.013;-0.040;1.018
12.930;-0.012;-0.039;1.014
12.940;-0.011;-0.041;1.015
12.950;-0.009;-0.040;1.015
12.960;-0.008;-0.038;1.016
12.970;-0.006;-0.038;1.017
12.980;-0.007;-0.038;1.021
12.990;-0.005;-0.035;1.020
13.000;-0.005;-0.034;1.021
13.010;-0.006;-0.032;1.020
13.020;-0.008;-0.031;1.016
13.030;-0.009;-0.032;1.015
13.040;-0.010;-0.034;1.018
13.050;-0.008;-0.037;1.020
13.060;-0.009;-0.035;1.020
13.070;-0.010;-0.036;1.018
13.080;-0.006;-0.036;1.020
13.090;-0.008;-0.037;1.016
13.100;-0.007;-0.034;1.017
13.110;-0.007;-0.036;1.020
13.120;-0.007;-0.034;1.020
13.130;-0.006;-0.033;1.019
13.140;-0.004;-0.033;1.021
13.150;-0.004;-0.030;1.019
13.160;-0.002;-0.032;1.019
13.170;-0.004;-0.031;1.019
13.180;-0.006;-0.032;1.018
13.190;-0.004;-0.031;1.016
13.200;-0.007;-0.030;1.016
13.210;-0.008;-0.030;1.015
13.220;-0.006;-0.030;1.018
13.230;-0.006;-0.031;1.017
13.240;-0.006;-0.033;1.017
13.250;-0.005;-0.030;1.020
13.260;-0.005;-0.032;1.019
13.270;-0.003;-0.029;1.019
13.280;-0.006;-0.027;1.021
13.290;-0.003;-0.026;1.020
13.300;-0.003;-0.028;1.020
13.310;-0.006;-0.025;1.017
13.320;-0.004;-0.024;1.018
13.330;-0.005;-0.028;1.017
13.340;-0.003;-0.031;1.015
13.350;-0.004;-0.026;1.014
13.360;-0.003;-0.027;1.014
13.370;-0.006;-0.026;1.017
13.380;-0.005;-0.024;1.014
13.390;-0.001;-0.025;1.015
13.400;-0.001;-0.027;1.015
13.410;-0.003;-0.026;1.019
13.420;-0.001;-0.027;1.017
13.430;-0.002;-0.027;1.016
13.440;-0.005;-0.024;1.016
13.450;-0.003;-0.023;1.017
13.460;-0.003;-0.024;1.016
13.470;-0.003;-0.026;1.018
13.480;-0.004;-0.025;1.014
13.490;-0.003;-0.024;1.014
13.500;-0.004;-0.026;1.017
13.510;-0.003;-0.026;1.015
13.520;-0.006;-0.027;1.017
13.530;-0.003;-0.026;1.018
13.540;-0.003;-0.026;1.020
13.550;-0.003;-0.025;1.018
13.560;-0.003;-0.024;1.018
13.570;-0.003;-0.024;1.015
13.580;-0.004;-0.024;1.014
13.590;-0.003;-0.024;1.016
13.600;-0.003;-0.025;1.015
13.610;-0.003;-0.026;1.017
13.620;-0.003;-0.024;1.018
13.630;-0.003;-0.023;1.017
13.640;-0.004;-0.023;1.017
13.650;-0.006;-0.024;1.017
13.660;-0.003;-0.025;1.017
13.670;-0.004;-0.025;1.019
13.680;-0.001;-0.026;1.018
13.690;-0.002;-0.027;1.017
13.700;-0.004;-0.027;1.017
13.710;-0.004;-0.026;1.018
13.720;-0.004;-0.025;1.017
13.730;-0.002;-0.023;1.017
13.740;-0.004;-0.025;1.017
13.750;-0.002;-0.027;1.018
13.760;-0.004;-0.025;1.016
13.770;-0.003;-0.024;1.014
13.780;-0.002;-0.025;1.017
13.790;-0.002;-0.025;1.016
13.800;-0.003;-0.024;1.017
13.810;-0.004;-0.025;1.019
13.820;-0.004;-0.023;1.018
13.830;-0.003;-0.022;1.018
13.840;-0.005;-0.026;1.016
13.850;-0.004;-0.026;1.019
13.860;-0.004;-0.022;1.018
13.870;-0.003;-0.025;1.018
13.880;-0.004;-0.024;1.019
13.890;-0.003;-0.024;1.018
13.900;-0.005;-0.024;1.018
13.910;-0.003;-0.025;1.017
13.920;-0.005;-0.025;1.016
13.930;-0.003;-0.027;1.016
13.940;-0.003;-0.024;1.017
13.950;-0.004;-0.025;1.016
13.960;-0.003;-0.026;1.018
13.970;-0.003;-0.026;1.019
13.980;-0.002;-0.024;1.017
13.990;-0.004;-0.025;1.018
14.000;-0.005;-0.027;1.017
14.010;-0.006;-0.026;1.015
14.020;-0.005;-0.023;1.016
14.030;-0.002;-0.027;1.017
14.040;-0.001;-0.027;1.018
14.050;-0.002;-0.027;1.017
14.060;-0.003;-0.024;1.017
14.070;-0.002;-0.026;1.015
14.080;-0.002;-0.025;1.018
14.090;-0.004;-0.026;1.017
14.100;-0.002;-0.026;1.018
14.110;-0.004;-0.026;1.018
14.120;-0.004;-0.026;1.019
14.130;-0.003;-0.025;1.016
14.140;-0.003;-0.024;1.015
14.150;-0.006;-0.024;1.017
14.160;-0.003;-0.026;1.018
14.170;-0.002;-0.027;1.018
14.180;-0.007;-0.025;1.018
14.190;-0.007;-0.025;1.016
14.200;-0.004;-0.027;1.018
14.210;-0.004;-0.024;1.018
14.220;-0.003;-0.026;1.017
14.230;-0.002;-0.027;1.016
14.240;-0.002;-0.024;1.018
14.250;-0.001;-0.026;1.018
14.260;-0.004;-0.025;1.018
14.270;-0.004;-0.023;1.016
14.280;-0.005;-0.024;1.016
14.290;-0.003;-0.023;1.018
14.300;-0.003;-0.024;1.017
14.310;-0.003;-0.025;1.018
14.320;-0.005;-0.025;1.017
14.330;-0.004;-0.025;1.018
14.340;-0.001;-0.023;1.016
14.350;-0.002;-0.024;1.017
14.360;-0.005;-0.026;1.015
14.370;-0.005;-0.024;1.017
14.380;-0.004;-0.024;1.017
14.390;-0.003;-0.023;1.017
14.400;-0.006;-0.025;1.017
14.410;-0.003;-0.027;1.018
14.420;-0.004;-0.027;1.016
14.430;-0.004;-0.026;1.017
14.440;-0.003;-0.023;1.018
14.450;-0.004;-0.025;1.016
14.460;-0.005;-0.026;1.016
14.470;-0.004;-0.024;1.016
14.480;-0.002;-0.023;1.018
14.490;-0.002;-0.024;1.018
14.500;-0.004;-0.025;1.017
14.510;-0.003;-0.023;1.017
14.520;-0.001;-0.024;1.018
14.530;-0.002;-0.025;1.018
14.540;-0.003;-0.025;1.017
14.550;-0.003;-0.026;1.017
14.560;-0.003;-0.026;1.018
14.570;-0.005;-0.026;1.017
14.580;-0.004;-0.026;1.017
14.590;-0.004;-0.023;1.016
14.600;-0.002;-0.025;1.017
14.610;-0.003;-0.025;1.017
14.620;-0.003;-0.026;1.017
14.630;-0.002;-0.024;1.018
14.640;-0.004;-0.023;1.018
14.650;-0.004;-0.024;1.017
14.660;-0.002;-0.026;1.018
14.670;-0.005;-0.027;1.017
14.680;-0.003;-0.025;1.015
14.690;-0.003;-0.024;1.018
14.700;-0.003;-0.026;1.020
14.710;-0.002;-0.026;1.018
14.720;-0.003;-0.026;1.016
14.730;-0.005;-0.023;1.018
14.740;-0.002;-0.025;1.017
14.750;-0.003;-0.023;1.015
14.760;-0.002;-0.024;1.017
14.770;-0.005;-0.025;1.016
14.780;-0.004;-0.025;1.018
14.790;-0.006;-0.024;1.017
14.800;-0.005;-0.026;1.016
14.810;-0.003;-0.025;1.019
14.820;-0.003;-0.025;1.018
14.830;-0.003;-0.026;1.018
14.840;-0.003;-0.025;1.019
14.850;-0.003;-0.024;1.017
14.860;-0.006;-0.023;1.019
14.870;-0.006;-0.024;1.017
14.880;-0.006;-0.025;1.017
14.890;-0.002;-0.024;1.017
14.900;-0.003;-0.023;1.017
14.910;-0.003;-0.025;1.021
14.920;-0.003;-0.028;1.020
14.930;-0.003;-0.028;1.018
14.940;-0.001;-0.027;1.017
14.950;-0.004;-0.027;1.020
14.960;-0.004;-0.025;1.016
14.970;-0.003;-0.025;1.016
14.980;-0.004;-0.025;1.018
14.990;-0.003;-0.023;1.017
15.000;-0.004;-0.023;1.017
15.010;-0.005;-0.024;1.018
15.020;-0.003;-0.023;1.016
15.030;-0.004;-0.025;1.018
15.040;-0.003;-0.025;1.017
15.050;-0.004;-0.025;1.019
15.060;-0.002;-0.024;1.017
15.070;-0.004;-0.024;1.019
15.080;-0.002;-0.025;1.016
15.090;-0.004;-0.023;1.017
15.100;-0.004;-0.022;1.019
15.110;-0.002;-0.024;1.020
15.120;-0.004;-0.025;1.018
15.130;-0.002;-0.025;1.017
15.140;-0.003;-0.022;1.015
15.150;-0.002;-0.024;1.017
15.160;-0.006;-0.024;1.016
15.170;-0.004;-0.023;1.017
15.180;-0.003;-0.023;1.013
15.190;-0.003;-0.024;1.016
15.200;-0.005;-0.025;1.017
15.210;-0.007;-0.024;1.017
15.220;-0.003;-0.023;1.017
15.230;-0.004;-0.021;1.017
15.240;-0.004;-0.024;1.016
15.250;-0.005;-0.025;1.018
15.260;-0.003;-0.024;1.017
15.270;-0.006;-0.022;1.015
15.280;-0.005;-0.022;1.019
15.290;-0.002;-0.023;1.018
15.300;-0.003;-0.023;1.018
15.310;-0.004;-0.024;1.016
15.320;-0.004;-0.024;1.016
15.330;-0.002;-0.025;1.017
15.340;-0.003;-0.026;1.018
15.350;-0.005;-0.023;1.016
15.360;-0.005;-0.024;1.017
15.370;-0.004;-0.025;1.017
15.380;-0.002;-0.023;1.016
15.390;-0.004;-0.026;1.015
15.400;-0.004;-0.023;1.016
15.410;-0.003;-0.023;1.019
15.420;-0.002;-0.026;1.020
15.430;-0.004;-0.023;1.018
15.440;-0.005;-0.024;1.018
15.450;-0.003;-0.026;1.018
15.460;-0.004;-0.025;1.018
15.470;-0.003;-0.026;1.017
15.480;-0.003;-0.023;1.015
15.490;-0.002;-0.023;1.016
15.500;-0.003;-0.025;1.016
15.510;-0.003;-0.025;1.016
15.520;-0.005;-0.023;1.016
15.530;-0.007;-0.024;1.019
15.540;-0.006;-0.025;1.017
15.550;-0.006;-0.023;1.015
15.560;-0.005;-0.025;1.014
15.570;-0.005;-0.025;1.017
15.580;-0.004;-0.025;1.017
15.590;-0.004;-0.025;1.017
15.600;-0.005;-0.025;1.015
15.610;-0.007;-0.024;1.016
15.620;-0.005;-0.024;1.016
15.630;-0.003;-0.024;1.019
